object name,library name,text,rodata,data,bss,code,flash,ram
_fixunsdfdi.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,80,0,0,0,80,80,0
_udivmoddi4.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,324,0,0,0,324,324,0
_udivsi3.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,632,0,0,0,632,632,0
app_loader.c.obj,lib\libapploader.a,628,249,0,16,877,877,16
core_export.o,lib\libapploader.a,136,5400,4,0,5536,5540,4
app_start.c.obj,libappstart.a,1032,301,0,0,1333,1333,0
at_cmd_cfg.c.obj,lib\libatr.a,1340,451,0,18792,1791,1791,18792
at_cmd_cfg_default.c.obj,lib\libatr.a,0,9396,0,0,9396,9396,0
at_device.c.obj,lib\libatr.a,122,0,0,0,122,122,0
at_device_diag.c.obj,lib\libatr.a,298,0,0,0,298,298,0
at_device_uart.c.obj,lib\libatr.a,1342,52,0,0,1394,1394,0
at_device_userial.c.obj,lib\libatr.a,720,28,0,0,748,748,0
at_device_virt.c.obj,lib\libatr.a,616,14,0,0,630,630,0
at_engine.c.obj,lib\libatr.a,1218,229,0,16,1447,1447,16
at_param.c.obj,lib\libatr.a,1266,28,0,0,1294,1294,0
at_parse.c.obj,lib\libatr.a,730,9306,0,0,10036,10036,0
at_response.c.obj,lib\libatr.a,2116,5971,0,16,8087,8087,16
at_setting.pb.c.obj,lib\libatr.a,0,1190,0,0,1190,1190,0
at_setting_codec.c.obj,lib\libatr.a,2904,0,0,0,2904,2904,0
at_cmd_engine.c.obj,lib\libatr_core1.a,2356,27,0,4,2383,2383,4
at_data_engine.c.obj,lib\libatr_core1.a,474,24,0,0,498,498,0
at_dispatch.c.obj,lib\libatr_core1.a,2108,136,0,8,2244,2244,8
at_cmux_engine.c.obj,lib\libatr_core2.a,2544,26,0,0,2570,2570,0
at_parse.lex.c.obj,lib\libatr_core2.a,1938,1613,0,0,3551,3551,0
at_parse.y.c.obj,lib\libatr_core2.a,712,595,0,12,1307,1307,12
at_cfw.c.obj,lib\libats.a,3238,504,4,6852,3742,3746,6856
at_cmd_audio.c.obj,lib\libats.a,4092,507,0,44,4599,4599,44
at_cmd_battery.c.obj,lib\libats.a,292,137,2,0,429,431,2
at_cmd_blueu_verify.c.obj,lib\libats.a,3210,809,0,120,4019,4019,120
at_cmd_bt.c.obj,lib\libats.a,8,0,0,0,8,8,0
at_cmd_bt_app.c.obj,lib\libats.a,276,141,0,4,417,417,4
at_cmd_cc.c.obj,lib\libats.a,10406,2824,0,118,13230,13230,118
at_cmd_create_atch.c.obj,lib\libats.a,120,24,0,0,144,144,0
at_cmd_debug.c.obj,lib\libats.a,1574,275,28,0,1849,1877,28
at_cmd_emod.c.obj,lib\libats.a,1498,908,0,6,2406,2406,6
at_cmd_gc.c.obj,lib\libats.a,7546,1773,0,81,9319,9319,81
at_cmd_gprs.c.obj,lib\libats.a,28814,25799,1,156,54613,54614,157
at_cmd_id.c.obj,lib\libats.a,412,101,0,0,513,513,0
at_cmd_netif.c.obj,lib\libats.a,640,241,0,0,881,881,0
at_cmd_newMyftp.c.obj,lib\libats.a,4412,2219,0,517,6631,6631,517
at_cmd_nv.c.obj,lib\libats.a,1480,113,0,0,1593,1593,0
at_cmd_nw.c.obj,lib\libats.a,23544,7403,14,24,30947,30961,38
at_cmd_pbk.c.obj,lib\libats.a,944,315,0,0,1259,1259,0
at_cmd_sat.c.obj,lib\libats.a,14850,7040,5,745,21890,21895,750
at_cmd_sim.c.obj,lib\libats.a,11496,3495,1,189,14991,14992,190
at_cmd_simlock.c.obj,lib\libats.a,1112,291,0,0,1403,1403,0
at_cmd_sms.c.obj,lib\libats.a,18158,2254,0,2,20412,20412,2
at_cmd_ss.c.obj,lib\libats.a,10626,4506,66,371,15132,15198,437
at_cmd_ssim.c.obj,lib\libats.a,8,0,0,0,8,8,0
at_cmd_sysnv.c.obj,lib\libats.a,372,966,0,0,1338,1338,0
at_cmd_vsim.c.obj,lib\libats.a,540,375,0,16,915,915,16
at_cmd_wifi.c.obj,lib\libats.a,1136,404,0,12,1540,1540,12
at_ss_api.c.obj,lib\libats.a,110,0,0,0,110,110,0
audio_decoder.c.obj,lib\libaudio.a,198,32,0,0,230,230,0
audio_device.c.obj,lib\libaudio.a,6012,1500,0,1216,7512,7512,1216
audio_device.pb.c.obj,lib\libaudio.a,0,100,0,0,100,100,0
audio_encoder.c.obj,lib\libaudio.a,158,32,0,0,190,190,0
audio_reader.c.obj,lib\libaudio.a,660,111,0,0,771,771,0
audio_types.c.obj,lib\libaudio.a,340,32,0,0,372,372,0
audio_writer.c.obj,lib\libaudio.a,146,62,0,0,208,208,0
a_refl.cpp.obj,lib\libaudio_core.a,418,0,0,0,418,418,0
add.cpp.obj,lib\libaudio_core.a,40,0,0,0,40,40,0
agc.cpp.obj,lib\libaudio_core.a,666,0,0,0,666,666,0
agc2_amr_wb.cpp.obj,lib\libaudio_core.a,344,0,0,0,344,344,0
amrdecode.cpp.obj,lib\libaudio_core.a,196,0,0,0,196,196,0
amrencode.cpp.obj,lib\libaudio_core.a,366,8,0,0,374,374,0
audio_decoder_amrnb.c.obj,lib\libaudio_core.a,704,194,0,0,898,898,0
audio_decoder_amrwb.c.obj,lib\libaudio_core.a,712,197,0,0,909,909,0
audio_decoder_mp3.c.obj,lib\libaudio_core.a,11504,8194,0,0,19698,19698,0
audio_decoder_pcm.c.obj,lib\libaudio_core.a,460,117,0,0,577,577,0
audio_decoder_sbc.c.obj,lib\libaudio_core.a,976,382,0,0,1358,1358,0
audio_decoder_wav.c.obj,lib\libaudio_core.a,704,123,0,0,827,827,0
audio_encoder_amrnb.c.obj,lib\libaudio_core.a,464,118,0,0,582,582,0
audio_encoder_amrwb.c.obj,lib\libaudio_core.a,472,118,0,0,590,590,0
audio_encoder_pcm.c.obj,lib\libaudio_core.a,156,86,0,0,242,242,0
audio_encoder_wav.c.obj,lib\libaudio_core.a,632,115,0,0,747,747,0
audio_player.c.obj,lib\libaudio_core.a,1152,461,0,0,1613,1613,0
audio_recorder.c.obj,lib\libaudio_core.a,670,326,0,0,996,996,0
autocorr.c.obj,lib\libaudio_core.a,430,768,0,0,1198,1198,0
autocorr.cpp.obj,lib\libaudio_core.a,392,0,0,0,392,392,0
az_isp.c.obj,lib\libaudio_core.a,686,202,0,0,888,888,0
az_lsp.cpp.obj,lib\libaudio_core.a,520,0,0,0,520,520,0
b_cn_cod.cpp.obj,lib\libaudio_core.a,260,0,0,0,260,260,0
band_pass_6k_7k.cpp.obj,lib\libaudio_core.a,424,60,0,0,484,484,0
bgnscd.cpp.obj,lib\libaudio_core.a,376,0,0,0,376,376,0
bitno_tab.cpp.obj,lib\libaudio_core.a,0,488,0,0,488,488,0
bitreorder_tab.cpp.obj,lib\libaudio_core.a,0,2534,0,0,2534,2534,0
bits.c.obj,lib\libaudio_core.a,474,5994,0,0,6468,6468,0
c1035pf.cpp.obj,lib\libaudio_core.a,678,0,0,0,678,678,0
c2_11pf.cpp.obj,lib\libaudio_core.a,936,12,0,0,948,948,0
c2_9pf.cpp.obj,lib\libaudio_core.a,898,40,0,0,938,938,0
c2_9pf_tab.cpp.obj,lib\libaudio_core.a,0,32,0,0,32,32,0
c2t64fx.c.obj,lib\libaudio_core.a,956,0,0,0,956,956,0
c3_14pf.cpp.obj,lib\libaudio_core.a,1090,0,0,0,1090,1090,0
c4_17pf.cpp.obj,lib\libaudio_core.a,1194,0,0,0,1194,1194,0
c4t64fx.c.obj,lib\libaudio_core.a,3510,72,0,0,3582,3582,0
c8_31pf.cpp.obj,lib\libaudio_core.a,752,0,0,0,752,752,0
c_g_aver.cpp.obj,lib\libaudio_core.a,732,0,0,0,732,732,0
calc_cor.cpp.obj,lib\libaudio_core.a,216,0,0,0,216,216,0
calc_en.cpp.obj,lib\libaudio_core.a,1032,0,0,0,1032,1032,0
cbsearch.cpp.obj,lib\libaudio_core.a,568,0,0,0,568,568,0
cl_ltp.cpp.obj,lib\libaudio_core.a,474,0,0,0,474,474,0
cmnMemory.c.obj,lib\libaudio_core.a,76,0,0,0,76,76,0
cod_amr.cpp.obj,lib\libaudio_core.a,2416,60,0,0,2476,2476,0
convolve.cpp.obj,lib\libaudio_core.a,158,0,0,0,158,158,0
convolve_neon.s.obj,lib\libaudio_core.a,456,0,0,0,456,456,0
cor_h.cpp.obj,lib\libaudio_core.a,428,0,0,0,428,428,0
cor_h_vec_neon.s.obj,lib\libaudio_core.a,356,0,0,0,356,356,0
cor_h_x.c.obj,lib\libaudio_core.a,478,0,0,0,478,478,0
cor_h_x.cpp.obj,lib\libaudio_core.a,308,0,0,0,308,308,0
cor_h_x2.cpp.obj,lib\libaudio_core.a,196,0,0,0,196,196,0
corrwght_tab.cpp.obj,lib\libaudio_core.a,0,502,0,0,502,502,0
d1035pf.cpp.obj,lib\libaudio_core.a,116,0,0,0,116,116,0
d2_11pf.cpp.obj,lib\libaudio_core.a,94,0,0,0,94,94,0
d2_9pf.cpp.obj,lib\libaudio_core.a,120,0,0,0,120,120,0
d3_14pf.cpp.obj,lib\libaudio_core.a,110,0,0,0,110,110,0
d4_17pf.cpp.obj,lib\libaudio_core.a,130,0,0,0,130,130,0
d8_31pf.cpp.obj,lib\libaudio_core.a,424,0,0,0,424,424,0
d_gain_c.cpp.obj,lib\libaudio_core.a,274,0,0,0,274,274,0
d_gain_p.cpp.obj,lib\libaudio_core.a,16,0,0,0,16,16,0
d_plsf.cpp.obj,lib\libaudio_core.a,38,0,0,0,38,38,0
d_plsf_3.cpp.obj,lib\libaudio_core.a,600,0,0,0,600,600,0
d_plsf_5.cpp.obj,lib\libaudio_core.a,596,0,0,0,596,596,0
dec_acelp_2p_in_64.cpp.obj,lib\libaudio_core.a,66,0,0,0,66,66,0
dec_acelp_4p_in_64.cpp.obj,lib\libaudio_core.a,554,0,0,0,554,554,0
dec_alg_codebook.cpp.obj,lib\libaudio_core.a,950,0,0,0,950,950,0
dec_amr.cpp.obj,lib\libaudio_core.a,3216,0,0,0,3216,3216,0
dec_gain.cpp.obj,lib\libaudio_core.a,424,0,0,0,424,424,0
dec_gain2_amr_wb.cpp.obj,lib\libaudio_core.a,846,56,0,0,902,902,0
dec_input_format_tab.cpp.obj,lib\libaudio_core.a,0,64,0,0,64,64,0
dec_lag3.cpp.obj,lib\libaudio_core.a,190,0,0,0,190,190,0
dec_lag6.cpp.obj,lib\libaudio_core.a,124,0,0,0,124,124,0
decim54.c.obj,lib\libaudio_core.a,562,240,0,0,802,802,0
deemph.c.obj,lib\libaudio_core.a,78,0,0,0,78,78,0
Deemph_32_neon.s.obj,lib\libaudio_core.a,224,0,0,0,224,224,0
deemphasis_32.cpp.obj,lib\libaudio_core.a,222,0,0,0,222,222,0
div_32.cpp.obj,lib\libaudio_core.a,236,0,0,0,236,236,0
div_s.cpp.obj,lib\libaudio_core.a,88,0,0,0,88,88,0
Dot_p_neon.s.obj,lib\libaudio_core.a,308,0,0,0,308,308,0
dtx.c.obj,lib\libaudio_core.a,2028,18,0,0,2046,2046,0
dtx_dec.cpp.obj,lib\libaudio_core.a,2614,38,0,0,2652,2652,0
dtx_decoder_amr_wb.cpp.obj,lib\libaudio_core.a,1764,0,0,0,1764,1764,0
dtx_enc.cpp.obj,lib\libaudio_core.a,768,0,0,0,768,768,0
ec_gains.cpp.obj,lib\libaudio_core.a,408,28,0,0,436,436,0
enc_lag3.cpp.obj,lib\libaudio_core.a,148,0,0,0,148,148,0
enc_lag6.cpp.obj,lib\libaudio_core.a,40,0,0,0,40,40,0
enc_output_format_tab.cpp.obj,lib\libaudio_core.a,0,64,0,0,64,64,0
ets_to_if2.cpp.obj,lib\libaudio_core.a,566,0,0,0,566,566,0
ets_to_wmf.cpp.obj,lib\libaudio_core.a,864,0,0,0,864,864,0
ex_ctrl.cpp.obj,lib\libaudio_core.a,306,0,0,0,306,306,0
Filt_6k_7k_neon.s.obj,lib\libaudio_core.a,640,0,0,0,640,640,0
g_adapt.cpp.obj,lib\libaudio_core.a,288,0,0,0,288,288,0
g_code.cpp.obj,lib\libaudio_core.a,228,0,0,0,228,228,0
g_pitch.c.obj,lib\libaudio_core.a,204,0,0,0,204,204,0
g_pitch.cpp.obj,lib\libaudio_core.a,474,0,0,0,474,474,0
gain_q.cpp.obj,lib\libaudio_core.a,916,0,0,0,916,916,0
gains_tbl.cpp.obj,lib\libaudio_core.a,0,230,0,0,230,230,0
gc_pred.cpp.obj,lib\libaudio_core.a,746,16,0,0,762,762,0
get_amr_wb_bits.cpp.obj,lib\libaudio_core.a,104,0,0,0,104,104,0
get_const_tbls.cpp.obj,lib\libaudio_core.a,280,0,0,0,280,280,0
gmed_n.cpp.obj,lib\libaudio_core.a,112,0,0,0,112,112,0
gpclip.c.obj,lib\libaudio_core.a,154,0,0,0,154,154,0
gray_tbl.cpp.obj,lib\libaudio_core.a,0,32,0,0,32,32,0
grid_tbl.cpp.obj,lib\libaudio_core.a,0,122,0,0,122,122,0
highpass_400hz_at_12k8.cpp.obj,lib\libaudio_core.a,158,0,0,0,158,158,0
highpass_50hz_at_12k8.cpp.obj,lib\libaudio_core.a,186,0,0,0,186,186,0
homing.c.obj,lib\libaudio_core.a,28,0,0,0,28,28,0
homing_amr_wb_dec.cpp.obj,lib\libaudio_core.a,468,468,0,0,936,936,0
hp400.c.obj,lib\libaudio_core.a,156,0,0,0,156,156,0
hp50.c.obj,lib\libaudio_core.a,188,0,0,0,188,188,0
hp6k.c.obj,lib\libaudio_core.a,6,62,0,0,68,68,0
hp_max.cpp.obj,lib\libaudio_core.a,518,0,0,0,518,518,0
hp_wsp.c.obj,lib\libaudio_core.a,410,0,0,0,410,410,0
if2_to_ets.cpp.obj,lib\libaudio_core.a,200,0,0,0,200,200,0
int_lpc.c.obj,lib\libaudio_core.a,104,0,0,0,104,104,0
int_lpc.cpp.obj,lib\libaudio_core.a,560,0,0,0,560,560,0
int_lsf.cpp.obj,lib\libaudio_core.a,146,0,0,0,146,146,0
inter_36.cpp.obj,lib\libaudio_core.a,136,0,0,0,136,136,0
inter_36_tab.cpp.obj,lib\libaudio_core.a,0,50,0,0,50,50,0
interpolate_isp.cpp.obj,lib\libaudio_core.a,170,0,0,0,170,170,0
inv_sqrt.cpp.obj,lib\libaudio_core.a,80,0,0,0,80,80,0
inv_sqrt_tbl.cpp.obj,lib\libaudio_core.a,0,98,0,0,98,98,0
isf_extrapolation.cpp.obj,lib\libaudio_core.a,1004,0,0,0,1004,1004,0
isp_az.c.obj,lib\libaudio_core.a,1016,0,0,0,1016,1016,0
isp_az.cpp.obj,lib\libaudio_core.a,912,0,0,0,912,912,0
isp_isf.c.obj,lib\libaudio_core.a,184,514,0,0,698,698,0
isp_isf.cpp.obj,lib\libaudio_core.a,128,258,0,0,386,386,0
l_abs.cpp.obj,lib\libaudio_core.a,10,0,0,0,10,10,0
l_comp.cpp.obj,lib\libaudio_core.a,38,0,0,0,38,38,0
l_extract.cpp.obj,lib\libaudio_core.a,14,0,0,0,14,14,0
l_negate.cpp.obj,lib\libaudio_core.a,14,0,0,0,14,14,0
l_shr_r.cpp.obj,lib\libaudio_core.a,66,0,0,0,66,66,0
lag_wind.c.obj,lib\libaudio_core.a,64,64,0,0,128,128,0
lag_wind.cpp.obj,lib\libaudio_core.a,152,0,0,0,152,152,0
lag_wind_tab.cpp.obj,lib\libaudio_core.a,0,40,0,0,40,40,0
lagconceal.cpp.obj,lib\libaudio_core.a,604,0,0,0,604,604,0
levinson.c.obj,lib\libaudio_core.a,684,0,0,0,684,684,0
levinson.cpp.obj,lib\libaudio_core.a,898,0,0,0,898,898,0
log2.c.obj,lib\libaudio_core.a,116,66,0,0,182,182,0
log2.cpp.obj,lib\libaudio_core.a,30,0,0,0,30,30,0
log2_norm.cpp.obj,lib\libaudio_core.a,64,0,0,0,64,64,0
log2_tbl.cpp.obj,lib\libaudio_core.a,0,66,0,0,66,66,0
low_pass_filt_7k.cpp.obj,lib\libaudio_core.a,392,62,0,0,454,454,0
lp_dec2.c.obj,lib\libaudio_core.a,134,0,0,0,134,134,0
lpc.cpp.obj,lib\libaudio_core.a,274,0,0,0,274,274,0
lsfwt.cpp.obj,lib\libaudio_core.a,116,0,0,0,116,116,0
lsp.cpp.obj,lib\libaudio_core.a,374,0,0,0,374,374,0
lsp_avg.cpp.obj,lib\libaudio_core.a,142,0,0,0,142,142,0
lsp_az.cpp.obj,lib\libaudio_core.a,226,0,0,0,226,226,0
lsp_lsf.cpp.obj,lib\libaudio_core.a,144,0,0,0,144,144,0
lsp_lsf_tbl.cpp.obj,lib\libaudio_core.a,0,258,0,0,258,258,0
lsp_tab.cpp.obj,lib\libaudio_core.a,0,20,0,0,20,20,0
math_op.c.obj,lib\libaudio_core.a,220,164,0,0,384,384,0
median5.cpp.obj,lib\libaudio_core.a,108,0,0,0,108,108,0
mem_align.c.obj,lib\libaudio_core.a,144,0,0,0,144,144,0
mime_io.cpp.obj,lib\libaudio_core.a,476,5894,0,0,6370,6370,0
mult_r.cpp.obj,lib\libaudio_core.a,48,0,0,0,48,48,0
noise_gen_amrwb.cpp.obj,lib\libaudio_core.a,22,0,0,0,22,22,0
Norm_Corr_neon.s.obj,lib\libaudio_core.a,664,0,0,0,664,664,0
norm_l.cpp.obj,lib\libaudio_core.a,54,0,0,0,54,54,0
norm_s.cpp.obj,lib\libaudio_core.a,58,0,0,0,58,58,0
normalize_amr_wb.cpp.obj,lib\libaudio_core.a,130,0,0,0,130,130,0
ol_ltp.cpp.obj,lib\libaudio_core.a,134,0,0,0,134,134,0
oper_32b.c.obj,lib\libaudio_core.a,196,0,0,0,196,196,0
oversamp_12k8_to_16k.cpp.obj,lib\libaudio_core.a,402,192,0,0,594,594,0
p_med_ol.c.obj,lib\libaudio_core.a,786,398,0,0,1184,1184,0
p_ol_wgh.cpp.obj,lib\libaudio_core.a,912,0,0,0,912,912,0
ph_disp.cpp.obj,lib\libaudio_core.a,688,0,0,0,688,688,0
ph_disp_tab.cpp.obj,lib\libaudio_core.a,0,320,0,0,320,320,0
phase_dispersion.cpp.obj,lib\libaudio_core.a,408,256,0,0,664,664,0
pit_shrp.c.obj,lib\libaudio_core.a,56,0,0,0,56,56,0
pit_shrp.cpp.obj,lib\libaudio_core.a,90,0,0,0,90,90,0
pitch_f4.c.obj,lib\libaudio_core.a,412,64,0,0,476,476,0
pitch_fr.cpp.obj,lib\libaudio_core.a,1192,162,0,0,1354,1354,0
pitch_ol.cpp.obj,lib\libaudio_core.a,924,0,0,0,924,924,0
post_pro.cpp.obj,lib\libaudio_core.a,200,0,0,0,200,200,0
pow2.cpp.obj,lib\libaudio_core.a,88,0,0,0,88,88,0
pow2_tbl.cpp.obj,lib\libaudio_core.a,0,66,0,0,66,66,0
pre_big.cpp.obj,lib\libaudio_core.a,126,0,0,0,126,126,0
pre_proc.cpp.obj,lib\libaudio_core.a,228,0,0,0,228,228,0
pred_lt.cpp.obj,lib\libaudio_core.a,236,122,0,0,358,358,0
pred_lt4.c.obj,lib\libaudio_core.a,0,256,0,0,256,256,0
pred_lt4.cpp.obj,lib\libaudio_core.a,364,256,0,0,620,620,0
pred_lt4_1_neon.s.obj,lib\libaudio_core.a,196,0,0,0,196,196,0
preemph.c.obj,lib\libaudio_core.a,168,0,0,0,168,168,0
preemph.cpp.obj,lib\libaudio_core.a,148,0,0,0,148,148,0
preemph_amrwb_dec.cpp.obj,lib\libaudio_core.a,86,0,0,0,86,86,0
prm2bits.cpp.obj,lib\libaudio_core.a,78,0,0,0,78,78,0
pstfilt.cpp.obj,lib\libaudio_core.a,506,80,0,0,586,586,0
pvamrwb_math_op.cpp.obj,lib\libaudio_core.a,834,230,0,0,1064,1064,0
pvamrwbdecoder.cpp.obj,lib\libaudio_core.a,3702,92,0,0,3794,3794,0
q_gain2.c.obj,lib\libaudio_core.a,1094,768,0,0,1862,1862,0
q_gain2_tab.cpp.obj,lib\libaudio_core.a,0,768,0,0,768,768,0
q_gain_c.cpp.obj,lib\libaudio_core.a,210,0,0,0,210,210,0
q_gain_p.cpp.obj,lib\libaudio_core.a,208,0,0,0,208,208,0
q_plsf.cpp.obj,lib\libaudio_core.a,84,0,0,0,84,84,0
q_plsf_3.cpp.obj,lib\libaudio_core.a,852,0,0,0,852,852,0
q_plsf_3_tbl.cpp.obj,lib\libaudio_core.a,0,13000,0,0,13000,13000,0
q_plsf_5.cpp.obj,lib\libaudio_core.a,940,0,0,0,940,940,0
q_plsf_5_tbl.cpp.obj,lib\libaudio_core.a,0,7700,0,0,7700,7700,0
q_pulse.c.obj,lib\libaudio_core.a,1592,0,0,0,1592,1592,0
qgain475.cpp.obj,lib\libaudio_core.a,1242,2048,0,0,3290,3290,0
qgain475_tab.cpp.obj,lib\libaudio_core.a,0,2048,0,0,2048,2048,0
qgain795.cpp.obj,lib\libaudio_core.a,2062,0,0,0,2062,2062,0
qisf_ns.c.obj,lib\libaudio_core.a,448,1568,0,0,2016,2016,0
qisf_ns.cpp.obj,lib\libaudio_core.a,200,0,0,0,200,200,0
qisf_ns_tab.cpp.obj,lib\libaudio_core.a,0,1568,0,0,1568,1568,0
qpisf_2s.c.obj,lib\libaudio_core.a,2084,13792,0,0,15876,15876,0
qpisf_2s.cpp.obj,lib\libaudio_core.a,1184,0,0,0,1184,1184,0
qpisf_2s_tab.cpp.obj,lib\libaudio_core.a,0,13792,0,0,13792,13792,0
qua_gain.cpp.obj,lib\libaudio_core.a,776,0,0,0,776,776,0
qua_gain_tbl.cpp.obj,lib\libaudio_core.a,0,1536,0,0,1536,1536,0
random.c.obj,lib\libaudio_core.a,50,0,0,0,50,50,0
reorder.cpp.obj,lib\libaudio_core.a,36,0,0,0,36,36,0
residu.cpp.obj,lib\libaudio_core.a,216,0,0,0,216,216,0
residu_asm_neon.s.obj,lib\libaudio_core.a,264,0,0,0,264,264,0
round.cpp.obj,lib\libaudio_core.a,36,0,0,0,36,36,0
s10_8pf.cpp.obj,lib\libaudio_core.a,1628,0,0,0,1628,1628,0
sbc.c.obj,lib\libaudio_core.a,6436,1568,0,0,8004,8004,0
scale.c.obj,lib\libaudio_core.a,132,0,0,0,132,132,0
scale_sig_neon.s.obj,lib\libaudio_core.a,356,0,0,0,356,356,0
scale_signal.cpp.obj,lib\libaudio_core.a,148,0,0,0,148,148,0
set_sign.cpp.obj,lib\libaudio_core.a,570,0,0,0,570,570,0
shr.cpp.obj,lib\libaudio_core.a,68,0,0,0,68,68,0
shr_r.cpp.obj,lib\libaudio_core.a,38,0,0,0,38,38,0
sid_sync.cpp.obj,lib\libaudio_core.a,142,0,0,0,142,142,0
sp_dec.cpp.obj,lib\libaudio_core.a,332,0,0,0,332,332,0
sp_enc.cpp.obj,lib\libaudio_core.a,246,0,0,0,246,246,0
spreproc.cpp.obj,lib\libaudio_core.a,152,0,0,0,152,152,0
spstproc.cpp.obj,lib\libaudio_core.a,264,0,0,0,264,264,0
sqrt_l.cpp.obj,lib\libaudio_core.a,144,0,0,0,144,144,0
sqrt_l_tbl.cpp.obj,lib\libaudio_core.a,0,100,0,0,100,100,0
stream.c.obj,lib\libaudio_core.a,84,0,0,0,84,84,0
sub.cpp.obj,lib\libaudio_core.a,40,0,0,0,40,40,0
syn_filt.c.obj,lib\libaudio_core.a,428,0,0,0,428,428,0
syn_filt.cpp.obj,lib\libaudio_core.a,512,0,0,0,512,512,0
Syn_filt_32_neon.s.obj,lib\libaudio_core.a,244,0,0,0,244,244,0
syn_filt_neon.s.obj,lib\libaudio_core.a,188,0,0,0,188,188,0
synthesis_amr_wb.cpp.obj,lib\libaudio_core.a,1192,32,0,0,1224,1224,0
ton_stab.cpp.obj,lib\libaudio_core.a,278,0,0,0,278,278,0
updt_tar.c.obj,lib\libaudio_core.a,68,0,0,0,68,68,0
util.c.obj,lib\libaudio_core.a,74,0,0,0,74,74,0
vad1.cpp.obj,lib\libaudio_core.a,3242,0,0,0,3242,3242,0
voAMRWBEnc.c.obj,lib\libaudio_core.a,7252,124,0,0,7376,7376,0
voice_factor.cpp.obj,lib\libaudio_core.a,350,0,0,0,350,350,0
voicefac.c.obj,lib\libaudio_core.a,316,0,0,0,316,316,0
wb_syn_filt.cpp.obj,lib\libaudio_core.a,984,0,0,0,984,984,0
wb_vad.c.obj,lib\libaudio_core.a,2452,0,0,0,2452,2452,0
weight_a.c.obj,lib\libaudio_core.a,80,0,0,0,80,80,0
weight_a.cpp.obj,lib\libaudio_core.a,42,0,0,0,42,42,0
weight_amrwb_lpc.cpp.obj,lib\libaudio_core.a,58,0,0,0,58,58,0
window_tab.cpp.obj,lib\libaudio_core.a,0,1440,0,0,1440,1440,0
wmf_to_ets.cpp.obj,lib\libaudio_core.a,108,0,0,0,108,108,0
wrapper.c.obj,lib\libaudio_core.a,208,0,0,0,208,208,0
wrapper.cpp.obj,lib\libaudio_core.a,480,8,0,0,488,488,0
async_worker.c.obj,lib\libaworker.a,208,202,0,16,410,410,16
block_device.c.obj,lib\libbdev.a,52,0,0,0,52,52,0
partition_block_device.c.obj,lib\libbdev.a,184,0,0,0,184,184,0
tflash_block_device.c.obj,lib\libbdev.a,478,34,0,0,512,512,0
flash_block_device_v2.c.obj,lib\libbdev_core.a,2878,20,0,0,2898,2898,0
a2dp.c.obj,lib\libblueu_core.a,4710,859,0,99,5569,5569,99
a2dp_if.c.obj,lib\libblueu_core.a,342,77,0,4,419,419,4
algo_utils.c.obj,lib\libblueu_core.a,30,0,0,0,30,30,0
allocator.c.obj,lib\libblueu_core.a,48,0,4,0,48,52,4
ap_mgr.c.obj,lib\libblueu_core.a,196,0,0,8,196,196,8
at_common.c.obj,lib\libblueu_core.a,72,0,0,20,72,72,20
att.c.obj,lib\libblueu_core.a,4944,1857,0,0,6801,6801,0
att_client.c.obj,lib\libblueu_core.a,5028,1343,0,16,6371,6371,16
att_server.c.obj,lib\libblueu_core.a,6404,2111,0,24,8515,8515,24
avdtp_callbacks.c.obj,lib\libblueu_core.a,1092,0,0,4,1092,1092,4
avdtp_core.c.obj,lib\libblueu_core.a,2720,330,16,36,3050,3066,52
avdtp_handle_req.c.obj,lib\libblueu_core.a,2032,341,0,12,2373,2373,12
avdtp_handle_res.c.obj,lib\libblueu_core.a,1120,0,0,0,1120,1120,0
avdtp_send_req.c.obj,lib\libblueu_core.a,1926,43,0,1,1969,1969,1
avdtp_send_res.c.obj,lib\libblueu_core.a,292,0,0,0,292,292,0
avrcp.c.obj,lib\libblueu_core.a,3030,445,0,12,3475,3475,12
avrcp_ccb.c.obj,lib\libblueu_core.a,412,0,0,8,412,412,8
avrcp_core.c.obj,lib\libblueu_core.a,4098,444,38,29,4542,4580,67
avrcp_if.c.obj,lib\libblueu_core.a,776,305,0,4,1081,1081,4
avrcp_l2c.c.obj,lib\libblueu_core.a,1100,88,0,0,1188,1188,0
avrcp_main.c.obj,lib\libblueu_core.a,232,0,0,0,232,232,0
bbat_bt.c.obj,lib\libblueu_core.a,716,198,0,117,914,914,117
ble_common_cmd.c.obj,lib\libblueu_core.a,4616,1388,208,165,6004,6212,373
ble_npi_cmd.c.obj,lib\libblueu_core.a,5896,1823,311,61,7719,8030,372
bluetooth.c.obj,lib\libblueu_core.a,1460,191,0,36,1651,1651,36
bt_common_cmd.c.obj,lib\libblueu_core.a,3488,1258,176,4,4746,4922,180
bt_manager.c.obj,lib\libblueu_core.a,2182,239,0,20,2421,2421,20
bt_npi_cmd.c.obj,lib\libblueu_core.a,5056,2570,311,61,7626,7937,372
